,Unnamed: 0,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,CountyState Name,Total Population,Total Under 18,Total 18 to 64,Total 65 and over,Total Male,Total Female,Total 16 and Over,Total 16 and Over Employed,InPoverty Population,InPoverty Under 18,InPoverty 18 to 64,InPoverty 65 and Over,InPoverty Male,InPoverty Female,InPoverty 16 and Over,InPoverty 16 and Over Employed,PctBelowPoverty Population,PctBelowPoverty Under 18,PctBelowPoverty 18 to 64,PctBelowPoverty 65 and over,PctBelowPoverty Male,PctBelowPoverty Female,PctBelowPoverty 16 and Over,PctBelowPoverty 16 and Over Employed,State Code,County Code
156,245,Illinois,DuPage,2012,366,236,123,7,0,0,0,136,71,44,0,0,156,0,210,0,"DuPage, Illinois",915331,220493,450582,43411.0,,94768.0,43422,23263,65626,22182,29762,11495.0,,4985.0,8792,4829,7.2,10.1,6.6,26.5,,5.3,20.2,20.8,17,43
157,250,Illinois,Kane,2012,347,294,45,6,2,0,0,169,67,31,0,0,347,0,0,0,"Kane, Illinois",515901,144791,258248,27719.0,,18462.0,26623,13585,62207,26871,30189,6671.0,,2539.0,7593,3454,12.1,18.6,11.7,24.1,,13.8,28.5,25.4,17,89
158,252,Illinois,Lake,2012,361,296,37,20,8,0,0,195,93,34,0,0,361,0,0,0,"Lake, Illinois",684185,182254,338210,47248.0,,43987.0,32164,19825,63298,24399,29499,10906.0,,1820.0,8096,5123,9.3,13.4,8.7,23.1,,4.1,25.2,25.8,17,97
159,253,Illinois,Macon,2012,366,218,138,10,0,0,0,126,74,45,0,0,192,7,167,0,"Macon, Illinois",106872,24510,51768,16546.0,,,7440,3551,24953,9642,10887,8275.0,,,4350,1637,23.3,39.3,21.0,50.0,,,58.5,46.1,17,115
160,255,Illinois,Madison,2012,366,161,168,30,7,0,0,200,101,53,0,0,177,3,183,3,"Madison, Illinois",260778,57608,127171,17595.0,,,12475,6454,33890,8552,14795,7014.0,,,3940,2442,13.0,14.8,11.6,39.9,,,31.6,37.8,17,119
161,256,Illinois,McHenry,2012,363,243,111,8,1,0,0,177,77,43,0,0,221,0,142,0,"McHenry, Illinois",306190,79693,151997,,,,16813,9651,24232,8959,12455,,,,3351,2289,7.9,11.2,8.2,,,,19.9,23.7,17,111
162,257,Illinois,McLean,2012,359,271,71,17,0,0,0,133,87,38,0,0,359,0,0,0,"McLean, Illinois",163412,37295,79309,12475.0,,,5588,3011,25664,5779,11899,5410.0,,,1924,1157,15.7,15.5,15.0,43.4,,,34.4,38.4,17,113
163,258,Illinois,Peoria,2012,366,196,149,21,0,0,0,140,81,49,0,0,184,19,163,0,"Peoria, Illinois",182530,44142,87421,31639.0,,,7643,3464,37104,12992,16610,15299.0,,,3774,1899,20.3,29.4,19.0,48.4,,,49.4,54.8,17,143
164,260,Illinois,Rock Island,2012,359,331,27,1,0,0,0,101,49,31,0,0,359,0,0,0,"Rock Island, Illinois",143054,32602,69701,13208.0,,,6239,3971,19584,6871,8949,4410.0,,,1827,1031,13.7,21.1,12.8,33.4,,,29.3,26.0,17,161
165,262,Illinois,Sangamon,2012,366,286,67,13,0,0,0,136,77,37,1,0,364,1,0,0,"Sangamon, Illinois",195388,45266,94757,23050.0,,,8358,4195,28083,10220,12907,9625.0,,,3571,1253,14.4,22.6,13.6,41.8,,,42.7,29.9,17,167
166,263,Illinois,Tazewell,2012,366,301,40,21,4,0,0,200,82,6,0,0,0,366,0,0,"Tazewell, Illinois",133270,30877,65487,,,,3226,1782,10351,2498,4247,,,,844,523,7.8,8.1,6.5,,,,26.2,29.3,17,179
167,265,Illinois,Will,2012,359,303,52,4,0,0,0,119,61,35,0,0,359,0,0,0,"Will, Illinois",674103,188723,332928,72930.0,,33302.0,31747,19030,56033,22556,24402,11197.0,,3094.0,5497,2757,8.3,12.0,7.3,15.4,,9.3,17.3,14.5,17,197
168,266,Illinois,Winnebago,2012,366,313,47,6,0,0,0,115,61,33,2,0,364,0,0,0,"Winnebago, Illinois",286863,69088,140156,34095.0,,7252.0,18433,10392,46199,16414,19977,10999.0,,1249.0,7433,3793,16.1,23.8,14.3,32.3,,17.2,40.3,36.5,17,201
169,267,Indiana,Allen,2012,361,133,212,15,1,0,0,179,84,55,15,0,81,0,265,0,"Allen, Indiana",354840,94643,172827,41973.0,,10177.0,15520,7563,55859,22195,25408,15695.0,,4978.0,6077,2815,15.7,23.5,14.7,37.4,,48.9,39.2,37.2,18,3
170,270,Indiana,Clark,2012,356,181,155,17,3,0,0,164,82,50,0,0,135,0,221,0,"Clark, Indiana",110306,26137,52654,7421.0,,,4017,2044,14075,4228,6479,1669.0,,,1312,718,12.8,16.2,12.3,22.5,,,32.7,35.1,18,19
171,272,Indiana,Delaware,2012,240,151,81,8,0,0,0,136,84,45,0,0,169,0,71,0,"Delaware, Indiana",108782,22370,52861,4015.0,,,6393,3542,24147,5528,10934,1067.0,,,2886,1408,22.2,24.7,20.7,26.6,,,45.1,39.8,18,35
172,274,Indiana,Elkhart,2012,362,195,155,11,0,1,0,206,80,48,0,0,124,0,238,0,"Elkhart, Indiana",195801,54796,97032,11616.0,,,7860,4235,30249,11435,12448,3478.0,,,3216,1410,15.4,20.9,12.8,29.9,,,40.9,33.3,18,39
173,275,Indiana,Floyd,2012,366,216,128,18,4,0,0,197,82,46,0,0,152,4,210,0,"Floyd, Indiana",74024,17409,36048,3501.0,,,3735,2489,10497,4074,4767,1665.0,,,819,466,14.2,23.4,13.2,47.6,,,21.9,18.7,18,43
174,279,Indiana,Hamilton,2012,183,114,56,13,0,0,0,126,97,48,0,0,183,0,0,0,"Hamilton, Indiana",287460,83717,139717,10468.0,,,7429,3746,11812,3761,5185,1750.0,,,1427,1046,4.1,4.5,3.7,16.7,,,19.2,27.9,18,57
175,280,Indiana,Hancock,2012,182,160,21,1,0,0,0,105,54,40,0,0,182,0,0,0,"Hancock, Indiana",70034,17635,34271,,,,1957,992,5687,2143,2664,,,,275,118,8.1,12.2,7.8,,,,14.1,11.9,18,59
176,281,Indiana,Hendricks,2012,182,122,56,4,0,0,0,143,80,45,0,0,182,0,0,0,"Hendricks, Indiana",148666,38963,74240,,,,4181,2131,6031,1508,2944,,,,122,122,4.1,3.9,4.0,,,,2.9,5.7,18,63
177,283,Indiana,Howard,2012,11,8,3,0,0,0,0,58,56,33,0,0,0,0,11,0,"Howard, Indiana",81647,18905,39103,6142.0,,,3848,2019,14769,5360,6556,3401.0,,,1679,840,18.1,28.4,16.8,55.4,,,43.6,41.6,18,67
178,287,Indiana,Johnson,2012,182,109,64,9,0,0,0,140,90,47,0,0,182,0,0,0,"Johnson, Indiana",140557,36629,68482,,,,5606,3079,13469,4811,5463,,,,2035,1158,9.6,13.1,8.0,,,,36.3,37.6,18,81
179,289,Indiana,LaPorte,2012,366,277,64,18,4,3,0,214,87,35,0,0,172,128,66,0,"LaPorte, Indiana",101470,24440,48646,7365.0,,,5457,2672,18234,7378,6979,3547.0,,,1760,755,18.0,30.2,14.3,48.2,,,32.3,28.3,18,91
180,290,Indiana,Lake,2012,366,149,196,18,3,0,0,179,90,54,0,7,89,12,235,23,"Lake, Indiana",487412,122170,235104,121848.0,,6757.0,29698,15572,95382,39830,41321,43913.0,,1356.0,9928,4129,19.6,32.6,17.6,36.0,,20.1,33.4,26.5,18,89
181,291,Indiana,Madison,2012,352,206,136,9,1,0,0,151,80,47,0,0,148,0,204,0,"Madison, Indiana",123288,28898,59792,9394.0,,,7677,4097,18763,5796,9576,2744.0,,,2575,1365,15.2,20.1,16.0,29.2,,,33.5,33.3,18,95
182,292,Indiana,Marion,2012,366,88,251,23,4,0,0,169,97,61,0,1,100,33,232,0,"Marion, Indiana",901338,226689,434780,240695.0,,18224.0,53118,26701,194163,74401,88055,75698.0,,3099.0,20665,9483,21.5,32.8,20.3,31.4,,17.0,38.9,35.5,18,97
183,293,Indiana,Monroe,2012,356,302,54,0,0,0,0,86,54,33,0,0,0,0,356,0,"Monroe, Indiana",126724,22351,63405,,,7596.0,5941,3260,31904,5237,16672,,,3327.0,2431,1238,25.2,23.4,26.3,,,43.8,40.9,38.0,18,105
184,294,Indiana,Morgan,2012,366,297,60,9,0,0,0,133,71,34,0,0,173,193,0,0,"Morgan, Indiana",68013,16478,33913,,,,2915,1433,9297,3917,4051,,,,875,228,13.7,23.8,11.9,,,,30.0,15.9,18,109
185,297,Indiana,Porter,2012,366,183,172,7,3,1,0,206,82,51,0,0,117,12,205,32,"Porter, Indiana",161861,38278,79044,5591.0,,,5989,3118,17556,5037,6819,1411.0,,,2025,986,10.8,13.2,8.6,25.2,,,33.8,31.6,18,127
186,301,Indiana,St. Joseph,2012,366,176,171,17,1,1,0,213,90,52,0,12,109,0,245,0,"St. Joseph, Indiana",254568,62746,123879,33885.0,,4240.0,13027,7748,41642,14851,18986,12210.0,,509.0,5086,3213,16.4,23.7,15.3,36.0,,12.0,39.0,41.5,18,141
187,302,Indiana,Tippecanoe,2012,353,128,224,1,0,0,0,104,72,54,0,0,0,0,353,0,"Tippecanoe, Indiana",163973,36265,82187,7226.0,,9874.0,6543,3056,34483,8122,17217,3219.0,,3965.0,3140,1386,21.0,22.4,20.9,44.5,,40.2,48.0,45.4,18,157
188,303,Indiana,Vanderburgh,2012,366,175,169,20,2,0,0,161,87,52,7,3,131,0,225,0,"Vanderburgh, Indiana",173759,38096,84452,14599.0,,,6151,4085,24975,7021,10666,5971.0,,,2624,1490,14.4,18.4,12.6,40.9,,,42.7,36.5,18,163
189,304,Indiana,Vigo,2012,366,167,174,25,0,0,0,136,90,52,0,0,97,59,209,1,"Vigo, Indiana",98560,21916,48217,4529.0,,,3904,2113,19582,6856,9103,1619.0,,,1489,877,19.9,31.3,18.9,35.7,,,38.1,41.5,18,167
190,307,Indiana,Wayne,2012,359,358,1,0,0,0,0,91,11,6,0,0,0,359,0,0,"Wayne, Indiana",65669,15348,32280,,,,2586,1527,15465,5461,7110,,,,669,274,23.5,35.6,22.0,,,,25.9,17.9,18,177
191,309,Iowa,Black Hawk,2012,362,250,112,0,0,0,0,98,63,40,0,0,0,0,358,4,"Black Hawk, Iowa",125322,27405,62395,11126.0,,,5236,3191,16288,3320,6957,4006.0,,,2134,1230,13.0,12.1,11.1,36.0,,,40.8,38.5,19,13
192,315,Iowa,Johnson,2012,366,204,162,0,0,0,0,90,64,46,0,0,0,0,366,0,"Johnson, Iowa",128337,26557,64042,7199.0,,7187.0,1846,986,21226,3175,10598,3113.0,,1119.0,770,231,16.5,12.0,16.5,43.2,,15.6,41.7,23.4,19,103
193,317,Iowa,Linn,2012,366,214,148,4,0,0,0,122,76,47,0,0,158,3,204,1,"Linn, Iowa",209561,50496,103106,8771.0,,,6548,4275,19139,3584,8031,1559.0,,,1639,867,9.1,7.1,7.8,17.8,,,25.0,20.3,19,113
194,321,Iowa,Polk,2012,366,246,120,0,0,0,0,100,67,44,0,9,138,0,218,1,"Polk, Iowa",435084,111884,213778,25190.0,,15908.0,14654,8824,59007,20474,27097,10783.0,,2588.0,5187,2947,13.6,18.3,12.7,42.8,,16.3,35.4,33.4,19,153
195,322,Iowa,Pottawattamie,2012,121,83,38,0,0,0,0,98,66,43,0,0,0,0,107,14,"Pottawattamie, Iowa",90802,21957,43741,,,,2156,1273,10236,3205,4277,,,,662,320,11.3,14.6,9.8,,,,30.7,25.1,19,155
196,323,Iowa,Scott,2012,366,140,218,8,0,0,0,134,78,55,0,0,90,0,204,72,"Scott, Iowa",165398,40373,81318,12237.0,,3430.0,6118,3226,17914,5737,7274,3728.0,,587.0,1004,583,10.8,14.2,8.9,30.5,,17.1,16.4,18.1,19,163
197,324,Iowa,Story,2012,214,175,39,0,0,0,0,87,64,43,0,0,214,0,0,0,"Story, Iowa",82352,15433,42718,,,,2438,1686,17880,2045,9239,,,,869,477,21.7,13.3,21.6,,,,35.6,28.3,19,169
198,327,Iowa,Woodbury,2012,239,204,35,0,0,0,0,91,56,16,0,0,0,118,113,8,"Woodbury, Iowa",99117,26146,50555,,,,2935,1679,16882,5952,8991,,,,1886,1265,17.0,22.8,17.8,,,,64.3,75.3,19,193
199,330,Kansas,Johnson,2012,364,261,82,18,3,0,0,161,84,40,0,0,334,0,30,0,"Johnson, Kansas",553319,142131,270106,23626.0,,24416.0,16794,9429,37445,12066,15266,3863.0,,2276.0,3413,1701,6.8,8.5,5.7,16.4,,9.3,20.3,18.0,20,91
200,331,Kansas,Leavenworth,2012,363,270,66,25,2,0,0,174,93,38,0,0,363,0,0,0,"Leavenworth, Kansas",71770,18041,35946,,,,3097,1937,6726,2220,3307,,,,1026,828,9.4,12.3,9.2,,,,33.1,42.7,20,103
201,334,Kansas,Riley,2012,330,255,60,14,1,0,0,154,84,39,0,0,330,0,0,0,"Riley, Kansas",66778,13662,35118,,,,933,335,14325,1080,7235,,,,291,54,21.5,7.9,20.6,,,,31.2,16.1,20,161
202,335,Kansas,Sedgwick,2012,366,222,115,26,3,0,0,156,97,45,2,47,253,0,40,24,"Sedgwick, Kansas",497261,133538,244988,46498.0,4905.0,20465.0,18575,10712,80860,31488,37983,12508.0,355.0,2546.0,5824,2878,16.3,23.6,15.5,26.9,7.2,12.4,31.4,26.9,20,173
203,336,Kansas,Shawnee,2012,366,256,89,21,0,0,0,150,90,41,0,0,318,0,37,11,"Shawnee, Kansas",174906,43199,84581,12420.0,,,6450,4226,29288,11428,14781,3989.0,,,2016,1274,16.7,26.5,17.5,32.1,,,31.3,30.1,20,177
204,340,Kansas,Wyandotte,2012,361,189,152,19,1,0,0,169,87,50,0,17,149,9,178,8,"Wyandotte, Kansas",157638,44635,77522,39142.0,,,9638,4868,36914,15415,15691,13048.0,,,3957,1952,23.4,34.5,20.2,33.3,,,41.1,40.1,20,209
205,342,Kentucky,Boone,2012,245,179,59,7,0,0,0,150,84,43,0,0,245,0,0,0,"Boone, Kentucky",122532,34306,60928,,,,4692,2769,10393,4473,4506,,,,875,463,8.5,13.0,7.4,,,,18.6,16.7,21,15
206,344,Kentucky,Bullitt,2012,245,183,56,5,1,0,0,151,77,43,0,0,245,0,0,0,"Bullitt, Kentucky",75116,18059,37120,,,,3481,1698,7696,2185,4024,,,,998,519,10.2,12.1,10.8,,,,28.7,30.6,21,29
