,Unnamed: 0,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,CountyState Name,Total Population,Total Under 18,Total 18 to 64,Total 65 and over,Total Male,Total Female,Total 16 and Over,Total 16 and Over Employed,InPoverty Population,InPoverty Under 18,InPoverty 18 to 64,InPoverty 65 and Over,InPoverty Male,InPoverty Female,InPoverty 16 and Over,InPoverty 16 and Over Employed,PctBelowPoverty Population,PctBelowPoverty Under 18,PctBelowPoverty 18 to 64,PctBelowPoverty 65 and over,PctBelowPoverty Male,PctBelowPoverty Female,PctBelowPoverty 16 and Over,PctBelowPoverty 16 and Over Employed,State Code,County Code
1646,2867,Oklahoma,Tulsa,2014,365,221,142,2,0,0,0,112,67,45,0,2,215,1,146,1,"Tulsa, Oklahoma",619330,157618,301274,61210.0,27741.0,16217.0,17322,8751,92889,33818,40000,20753.0,5486.0,1507.0,6182,2959,15.0,21.5,13.3,33.9,19.8,9.3,35.7,33.8,40,143
1647,2869,Oregon,Benton,2014,364,344,19,1,0,0,0,115,40,16,0,0,0,0,364,0,"Benton, Oregon",81128,14560,41034,,,5227.0,3098,2353,16518,1069,9060,,,2278.0,1629,1192,20.4,7.3,22.1,,,43.6,52.6,50.7,41,3
1648,2870,Oregon,Clackamas,2014,219,200,16,2,1,0,0,153,50,32,0,0,120,0,99,0,"Clackamas, Oregon",391316,85826,192877,,,15500.0,13576,8097,36193,10172,16081,,,1553.0,2874,1566,9.2,11.9,8.3,,,10.0,21.2,19.3,41,5
1649,2873,Oregon,Deschutes,2014,365,325,39,1,0,0,0,113,51,32,0,0,133,0,232,0,"Deschutes, Oregon",169371,36201,83790,,,,5607,2186,22136,5371,10998,,,,2652,915,13.1,14.8,13.1,,,,47.3,41.9,41,17
1650,2874,Oregon,Douglas,2014,364,330,34,0,0,0,0,75,49,20,0,0,0,0,364,0,"Douglas, Oregon",105214,19524,51699,,,,6022,3524,21168,5743,9214,,,,2563,1134,20.1,29.4,17.8,,,,42.6,32.2,41,19
1651,2877,Oregon,Jackson,2014,365,262,101,2,0,0,0,121,66,41,0,0,130,0,235,0,"Jackson, Oregon",207992,43776,101418,,,,8537,4964,37637,11502,15828,,,,2646,880,18.1,26.3,15.6,,,,31.0,17.7,41,29
1652,2879,Oregon,Josephine,2014,365,312,51,2,0,0,0,120,57,23,0,0,0,0,365,0,"Josephine, Oregon",82966,16155,39843,,,,2119,1386,16266,5509,7494,,,,635,459,19.6,34.1,18.8,,,,30.0,33.1,41,33
1653,2880,Oregon,Klamath,2014,365,269,92,4,0,0,0,136,68,32,0,0,0,0,365,0,"Klamath, Oregon",64582,13810,32183,,,,2742,1442,14346,4068,6982,,,,1444,878,22.2,29.5,21.7,,,,52.7,60.9,41,35
1654,2882,Oregon,Lane,2014,365,250,98,17,0,0,0,135,79,40,0,0,105,0,260,0,"Lane, Oregon",351145,66821,172551,,,8218.0,12641,8086,64650,11822,30828,,,2275.0,4934,3124,18.4,17.7,17.9,,,27.7,39.0,38.6,41,39
1655,2883,Oregon,Linn,2014,365,319,44,2,0,0,0,130,54,25,0,0,0,0,365,0,"Linn, Oregon",118132,27142,58905,,,,6077,3841,24023,8464,11609,,,,2626,1784,20.3,31.2,19.7,,,,43.2,46.4,41,43
1656,2884,Oregon,Marion,2014,365,308,56,0,1,0,0,154,56,31,0,0,134,0,231,0,"Marion, Oregon",318036,81422,156464,,,6359.0,13005,7538,55242,20462,26824,,,1145.0,5298,3072,17.4,25.1,17.1,,,18.0,40.7,40.8,41,47
1657,2885,Oregon,Multnomah,2014,365,331,33,1,0,0,0,115,48,33,0,11,224,0,130,0,"Multnomah, Oregon",761305,149309,376894,38892.0,,51526.0,33086,15182,143058,35984,68766,17623.0,,6859.0,16069,6132,18.8,24.1,18.2,45.3,,13.3,48.6,40.4,41,51
1658,2886,Oregon,Umatilla,2014,361,303,58,0,0,0,0,99,60,33,0,0,130,0,231,0,"Umatilla, Oregon",72423,19870,35437,,2025.0,,2560,1011,13442,6094,5671,,614.0,,815,194,18.6,30.7,16.0,,30.3,,31.8,19.2,41,59
1659,2890,Oregon,Washington,2014,365,312,51,2,0,0,0,119,57,32,0,13,160,0,191,1,"Washington, Oregon",556618,135139,274295,10414.0,4255.0,53380.0,20298,9476,71398,23708,32495,2872.0,1136.0,8045.0,5933,2697,12.8,17.5,11.8,27.6,26.7,15.1,29.2,28.5,41,67
1660,2891,Pennsylvania,Adams,2014,364,271,91,2,0,0,0,102,63,42,2,7,242,0,113,0,"Adams, Pennsylvania",97507,20480,48160,,,,2712,1054,11158,3213,5188,,,,965,420,11.4,15.7,10.8,,,,35.6,39.8,42,1
1661,2892,Pennsylvania,Allegheny,2014,365,167,178,19,1,0,0,155,85,53,0,2,93,34,236,0,"Allegheny, Pennsylvania",1197235,231486,577288,153806.0,,39037.0,42274,24280,159387,43311,68684,56867.0,,6842.0,13689,7142,13.3,18.7,11.9,37.0,,17.5,32.4,29.4,42,3
1662,2893,Pennsylvania,Armstrong,2014,364,222,140,2,0,0,0,119,65,46,0,0,142,0,222,0,"Armstrong, Pennsylvania",67030,13069,33311,,,,1922,1163,9166,3098,4285,,,,872,468,13.7,23.7,12.9,,,,45.4,40.2,42,5
1663,2894,Pennsylvania,Beaver,2014,365,221,139,5,0,0,0,119,69,46,0,2,174,6,183,0,"Beaver, Pennsylvania",166827,32748,80926,9680.0,,,5008,3229,19037,5477,8280,5262.0,,,1521,831,11.4,16.7,10.2,54.4,,,30.4,25.7,42,7
1664,2895,Pennsylvania,Berks,2014,365,212,145,8,0,0,0,127,74,46,0,2,179,0,184,0,"Berks, Pennsylvania",400425,93602,197423,19846.0,,,18292,9986,58855,20950,27609,6485.0,,,7363,3965,14.7,22.4,14.0,32.7,,,40.3,39.7,42,11
1665,2896,Pennsylvania,Blair,2014,365,225,138,2,0,0,0,108,64,45,0,0,138,11,215,1,"Blair, Pennsylvania",122221,24727,59673,,,,3827,2464,18083,4763,8412,,,,1410,1067,14.8,19.3,14.1,,,,36.8,43.3,42,13
1666,2898,Pennsylvania,Bucks,2014,365,206,151,7,1,0,0,172,72,48,1,7,168,0,189,0,"Bucks, Pennsylvania",618218,131967,302283,24342.0,,27567.0,20898,11119,39996,10593,15121,4938.0,,1051.0,3861,1750,6.5,8.0,5.0,20.3,,3.8,18.5,15.7,42,17
1667,2899,Pennsylvania,Cambria,2014,365,218,145,2,0,0,0,108,68,45,0,6,119,21,218,1,"Cambria, Pennsylvania",129575,25948,62821,3711.0,,,4942,2882,19919,6864,7567,2007.0,,,1563,780,15.4,26.5,12.0,54.1,,,31.6,27.1,42,21
1668,2900,Pennsylvania,Centre,2014,365,261,104,0,0,0,0,90,62,43,0,1,192,0,172,0,"Centre, Pennsylvania",142174,24742,72563,,,,2982,1449,26417,2400,14385,,,,1264,385,18.6,9.7,19.8,,,,42.4,26.6,42,27
1669,2901,Pennsylvania,Chester,2014,363,216,143,4,0,0,0,129,72,45,0,0,170,0,193,0,"Chester, Pennsylvania",499839,118269,246429,28372.0,,23318.0,13749,7380,37174,11695,16758,7277.0,,731.0,3409,1319,7.4,9.9,6.8,25.6,,3.1,24.8,17.9,42,29
1670,2902,Pennsylvania,Clearfield,2014,263,250,13,0,0,0,0,93,46,32,0,0,263,0,0,0,"Clearfield, Pennsylvania",75078,14749,37251,,,,2548,1660,12397,3373,5671,,,,649,257,16.5,22.9,15.2,,,,25.5,15.5,42,33
1671,2903,Pennsylvania,Cumberland,2014,364,221,141,2,0,0,0,128,67,44,0,0,0,0,364,0,"Cumberland, Pennsylvania",230499,48834,111588,,,7987.0,5035,2581,21062,6985,8931,,,344.0,1836,795,9.1,14.3,8.0,,,4.3,36.5,30.8,42,41
1672,2904,Pennsylvania,Dauphin,2014,365,205,156,4,0,0,0,123,74,47,0,0,154,0,210,1,"Dauphin, Pennsylvania",266822,60122,128554,46629.0,,9823.0,7973,4494,36210,12056,16463,10934.0,,785.0,3097,1470,13.6,20.1,12.8,23.4,,8.0,38.8,32.7,42,43
1673,2905,Pennsylvania,Delaware,2014,361,181,176,4,0,0,0,143,67,50,0,10,117,0,233,1,"Delaware, Pennsylvania",541904,123696,257940,114266.0,,28861.0,21292,12472,59656,18494,26656,25621.0,,4097.0,5170,2728,11.0,15.0,10.3,22.4,,14.2,24.3,21.9,42,45
1674,2907,Pennsylvania,Erie,2014,358,225,132,1,0,0,0,101,63,45,0,1,149,0,207,1,"Erie, Pennsylvania",266393,59731,128881,17116.0,,4302.0,9252,5489,43438,13550,18733,4670.0,,887.0,3018,1804,16.3,22.7,14.5,27.3,,20.6,32.6,32.9,42,49
1675,2908,Pennsylvania,Franklin,2014,337,311,26,0,0,0,0,87,49,38,0,0,337,0,0,0,"Franklin, Pennsylvania",150705,34656,73843,,,,3928,2318,19398,6734,8191,,,,1197,1074,12.9,19.4,11.1,,,,30.5,46.3,42,55
1676,2910,Pennsylvania,Indiana,2014,365,306,54,5,0,0,0,119,61,41,0,0,306,59,0,0,"Indiana, Pennsylvania",81534,15627,40901,,,,2419,1441,13729,3176,6582,,,,754,459,16.8,20.3,16.1,,,,31.2,31.9,42,63
1677,2911,Pennsylvania,Lackawanna,2014,365,262,103,0,0,0,0,100,61,43,0,5,178,0,182,0,"Lackawanna, Pennsylvania",204717,42009,98262,5998.0,,4726.0,5855,3463,31811,8367,14566,2903.0,,1120.0,1640,789,15.5,19.9,14.8,48.4,,23.7,28.0,22.8,42,69
1678,2912,Pennsylvania,Lancaster,2014,365,125,225,14,1,0,0,154,83,56,0,0,71,0,294,0,"Lancaster, Pennsylvania",519532,127365,253882,21880.0,,11150.0,11618,6614,54221,18449,24735,6734.0,,1117.0,3005,1579,10.4,14.5,9.7,30.8,,10.0,25.9,23.9,42,71
1679,2913,Pennsylvania,Lawrence,2014,365,331,32,2,0,0,0,119,50,35,0,0,327,12,0,26,"Lawrence, Pennsylvania",86311,17691,42283,3416.0,,,2709,1650,10536,3167,4420,1466.0,,,603,292,12.2,17.9,10.5,42.9,,,22.3,17.7,42,73
1680,2914,Pennsylvania,Lebanon,2014,365,193,164,8,0,0,0,121,76,48,0,0,158,0,207,0,"Lebanon, Pennsylvania",133042,30740,64110,,,,4979,2509,13725,5135,5826,,,,1140,635,10.3,16.7,9.1,,,,22.9,25.3,42,75
1681,2915,Pennsylvania,Lehigh,2014,365,334,30,1,0,0,0,112,49,35,0,0,343,0,0,22,"Lehigh, Pennsylvania",348115,79746,168490,23010.0,,10342.0,16211,7984,44900,15619,19006,7112.0,,857.0,5935,2571,12.9,19.6,11.3,30.9,,8.3,36.6,32.2,42,77
1682,2916,Pennsylvania,Luzerne,2014,365,345,20,0,0,0,0,87,47,34,0,0,356,0,0,9,"Luzerne, Pennsylvania",306776,61320,150728,13060.0,,,11626,7142,49032,15583,23917,5453.0,,,3793,2443,16.0,25.4,15.9,41.8,,,32.6,34.2,42,79
1683,2917,Pennsylvania,Lycoming,2014,365,344,21,0,0,0,0,93,47,35,0,0,364,0,0,1,"Lycoming, Pennsylvania",110679,24025,54988,4162.0,,,2985,1176,18919,6475,8259,1365.0,,,1069,326,17.1,27.0,15.0,32.8,,,35.8,27.7,42,81
1684,2918,Pennsylvania,Mercer,2014,365,212,149,4,0,0,0,115,68,48,0,0,147,0,218,0,"Mercer, Pennsylvania",107431,22375,51070,,,,3057,1791,15096,6005,6146,,,,771,481,14.1,26.8,12.0,,,,25.2,26.9,42,85
1685,2919,Pennsylvania,Monroe,2014,364,273,91,0,0,0,0,77,59,40,0,0,212,0,152,0,"Monroe, Pennsylvania",164248,35274,80926,22430.0,,,9875,4302,21937,7612,10248,4489.0,,,3502,1302,13.4,21.6,12.7,20.0,,,35.5,30.3,42,89
1686,2920,Pennsylvania,Montgomery,2014,365,259,100,6,0,0,0,122,66,42,0,0,215,0,150,0,"Montgomery, Pennsylvania",797060,177523,387334,67387.0,,57504.0,24418,13727,57174,16368,24851,9969.0,,3991.0,5038,2465,7.2,9.2,6.4,14.8,,6.9,20.6,18.0,42,91
1687,2921,Pennsylvania,Northampton,2014,365,221,141,3,0,0,0,118,73,46,0,7,161,2,194,1,"Northampton, Pennsylvania",289450,61060,143181,15584.0,,7358.0,10814,6354,28376,8058,13545,2030.0,,1249.0,2540,1823,9.8,13.2,9.5,13.0,,17.0,23.5,28.7,42,95
1688,2923,Pennsylvania,Philadelphia,2014,365,132,224,8,1,0,0,151,77,54,0,4,90,0,271,0,"Philadelphia, Pennsylvania",1515813,340932,714760,647922.0,7342.0,104505.0,94793,53941,394765,125807,172784,203263.0,2695.0,25425.0,42822,21465,26.0,36.9,24.2,31.4,36.7,24.3,45.2,39.8,42,101
1689,2924,Pennsylvania,Somerset,2014,362,346,16,0,0,0,0,97,47,36,0,0,362,0,0,0,"Somerset, Pennsylvania",71171,13557,35259,,,,1908,940,8604,2746,3465,,,,277,154,12.1,20.3,9.8,,,,14.5,16.4,42,111
1690,2927,Pennsylvania,Washington,2014,365,143,221,1,0,0,0,101,72,54,0,0,84,3,278,0,"Washington, Pennsylvania",203082,40462,98853,6441.0,,,4780,2872,21160,5786,8819,1196.0,,,1385,641,10.4,14.3,8.9,18.6,,,29.0,22.3,42,125
1691,2928,Pennsylvania,Westmoreland,2014,365,233,131,1,0,0,0,105,63,44,0,0,156,0,209,0,"Westmoreland, Pennsylvania",351971,66534,171065,7481.0,,3462.0,9642,5395,34955,8393,14540,1589.0,,204.0,2303,768,9.9,12.6,8.5,21.2,,5.9,23.9,14.2,42,129
1692,2929,Pennsylvania,York,2014,365,232,132,1,0,0,0,108,68,46,0,7,169,1,188,0,"York, Pennsylvania",431302,96740,213102,23739.0,,,13387,7524,44018,14684,20475,3862.0,,,2694,1254,10.2,15.2,9.6,16.3,,,20.1,16.7,42,133
1693,2936,Puerto Rico,Guaynabo,2014,328,298,29,0,0,1,0,253,48,25,34,0,0,0,18,276,"Guaynabo, Puerto Rico",92620,17488,44012,6659.0,,,4464,3045,26241,7063,11630,2066.0,,,1853,947,28.3,40.4,26.4,31.0,,,41.5,31.1,72,61
1694,2940,Puerto Rico,Ponce,2014,347,314,33,0,0,0,0,68,48,20,52,0,0,0,30,265,"Ponce, Puerto Rico",150745,34141,71773,7311.0,,,8160,4607,76043,21635,35331,4145.0,,,5665,3083,50.4,63.4,49.2,56.7,,,69.4,66.9,72,113
1695,2942,Puerto Rico,San Juan,2014,354,354,0,0,0,0,0,31,23,18,354,0,0,0,0,0,"San Juan, Puerto Rico",360203,72726,165740,39318.0,,,23417,11815,158007,46400,68688,19210.0,,,16069,7498,43.9,63.8,41.4,48.9,,,68.6,63.5,72,127
1696,2943,Rhode Island,Kent,2014,365,336,29,0,0,0,0,97,50,34,0,2,239,0,124,0,"Kent, Rhode Island",163636,31367,78890,,,,7681,4443,13829,3117,4916,,,,1916,996,8.5,9.9,6.2,,,,24.9,22.4,44,3
1697,2944,Rhode Island,Providence,2014,365,282,81,2,0,0,0,121,58,42,0,37,185,0,141,2,"Providence, Rhode Island",606305,131974,293922,59421.0,,24839.0,27665,13726,109659,33841,48116,12439.0,,3434.0,11238,5060,18.1,25.6,16.4,20.9,,13.8,40.6,36.9,44,7
1698,2945,Rhode Island,Washington,2014,363,335,27,1,0,0,0,101,49,35,0,0,240,0,123,0,"Washington, Rhode Island",120724,22754,58125,,,,3835,1850,12801,2729,5667,,,,489,118,10.6,12.0,9.7,,,,12.8,6.4,44,9
1699,2947,South Carolina,Aiken,2014,213,188,25,0,0,0,0,87,54,40,0,0,213,0,0,0,"Aiken, South Carolina",162190,36019,79196,39939.0,,,6036,3423,26079,10935,11346,14109.0,,,2351,1525,16.1,30.4,14.3,35.3,,,38.9,44.6,45,3
1700,2948,South Carolina,Anderson,2014,218,199,19,0,0,0,0,74,50,38,0,0,218,0,0,0,"Anderson, South Carolina",190272,44563,92441,30025.0,,,7837,3592,31598,10234,15225,7640.0,,,2459,1172,16.6,23.0,16.5,25.4,,,31.4,32.6,45,7
1701,2949,South Carolina,Berkeley,2014,212,199,13,0,0,0,0,87,46,34,0,0,212,0,0,0,"Berkeley, South Carolina",194137,47140,95473,45335.0,,5141.0,5277,2808,25611,9031,10769,7637.0,,662.0,1614,544,13.2,19.2,11.3,16.8,,12.9,30.6,19.4,45,15
1702,2950,South Carolina,Charleston,2014,365,296,69,0,0,0,0,80,56,39,0,5,102,1,257,0,"Charleston, South Carolina",369363,75972,176401,103578.0,,5495.0,12734,5749,62087,19661,28591,32429.0,,582.0,4835,1626,16.8,25.9,16.2,31.3,,10.6,38.0,28.3,45,19
1703,2954,South Carolina,Darlington,2014,230,196,34,0,0,0,0,97,61,41,0,0,230,0,0,0,"Darlington, South Carolina",65508,14506,30561,25790.0,,,5434,2773,17141,5763,7096,8028.0,,,3028,1664,26.2,39.7,23.2,31.1,,,55.7,60.0,45,31
1704,2956,South Carolina,Florence,2014,220,141,79,0,0,0,0,83,58,45,0,0,0,0,220,0,"Florence, South Carolina",135078,32461,63205,57199.0,,,7489,3957,25189,8529,10983,15525.0,,,2761,1156,18.6,26.3,17.4,27.1,,,36.9,29.2,45,41
1705,2958,South Carolina,Greenville,2014,365,266,99,0,0,0,0,97,60,42,0,44,134,0,186,1,"Greenville, South Carolina",469889,111483,227607,85392.0,,9231.0,14081,6635,69370,24583,30709,22016.0,,1312.0,4680,2657,14.8,22.1,13.5,25.8,,14.2,33.2,40.0,45,45
1706,2959,South Carolina,Lexington,2014,364,275,86,3,0,0,0,107,58,38,0,0,0,30,292,42,"Lexington, South Carolina",274270,64778,133078,37099.0,,4611.0,9191,4933,38453,13242,15358,10759.0,,684.0,3779,1550,14.0,20.4,11.5,29.0,,14.8,41.1,31.4,45,63
1707,2960,South Carolina,Oconee,2014,358,317,41,0,0,0,0,90,51,34,0,0,200,93,65,0,"Oconee, South Carolina",74635,15100,37016,5581.0,,,2919,1810,14063,3058,6409,1534.0,,,1328,604,18.8,20.3,17.3,27.5,,,45.5,33.4,45,73
1708,2961,South Carolina,Pickens,2014,240,216,24,0,0,0,0,90,51,40,0,0,240,0,0,0,"Pickens, South Carolina",113895,23771,56354,7957.0,,,3728,2245,23636,4995,11730,2608.0,,,2110,1090,20.8,21.0,20.8,32.8,,,56.6,48.6,45,77
1709,2962,South Carolina,Richland,2014,365,246,119,0,0,0,0,93,64,45,1,0,162,3,192,7,"Richland, South Carolina",371283,85656,175655,174368.0,,10005.0,15761,7792,57985,18098,25494,36815.0,,973.0,5345,2545,15.6,21.1,14.5,21.1,,9.7,33.9,32.7,45,79
1710,2963,South Carolina,Spartanburg,2014,364,264,99,1,0,0,0,116,59,42,0,0,124,0,240,0,"Spartanburg, South Carolina",285394,68116,138119,59179.0,,,9329,4602,50703,19303,23473,15897.0,,,3521,1876,17.8,28.3,17.0,26.9,,,37.7,40.8,45,83
1711,2964,South Carolina,York,2014,346,339,7,0,0,0,0,100,44,31,0,0,277,69,0,0,"York, South Carolina",241241,60166,117128,43237.0,,,11295,5836,37924,12461,14489,12371.0,,,3107,1009,15.7,20.7,12.4,28.6,,,27.5,17.3,45,91
1712,2971,South Dakota,Minnehaha,2014,362,292,68,2,0,0,0,105,61,39,0,4,247,0,94,17,"Minnehaha, South Dakota",177941,45038,88648,7520.0,,,4743,2868,20257,6563,8915,2634.0,,,1391,843,11.4,14.6,10.1,35.0,,,29.3,29.4,46,99
1713,2972,South Dakota,Pennington,2014,365,279,86,0,0,0,0,89,58,32,0,25,0,0,109,231,"Pennington, South Dakota",105626,25461,52080,,7566.0,,1520,554,14077,4724,6835,,3608.0,,793,244,13.3,18.6,13.1,,47.7,,52.2,44.0,46,103
1714,2974,Tennessee,Anderson,2014,364,341,23,0,0,0,0,87,48,31,0,0,233,131,0,0,"Anderson, Tennessee",73675,14708,35446,,,,3010,1271,10258,3098,4022,,,,895,600,13.9,21.1,11.3,,,,29.7,47.2,47,1
1715,2975,Tennessee,Blount,2014,364,290,74,0,0,0,0,97,61,41,0,0,323,0,41,0,"Blount, Tennessee",123963,26167,60451,,,,5731,3072,18741,6374,9252,,,,1293,959,15.1,24.4,15.3,,,,22.6,31.2,47,9
1716,2977,Tennessee,Davidson,2014,365,215,145,5,0,0,0,119,70,47,0,22,113,1,229,0,"Davidson, Tennessee",648013,142496,310120,177739.0,,20760.0,23643,10765,129057,47230,59471,56539.0,,3420.0,8789,2996,19.9,33.1,19.2,31.8,,16.5,37.2,27.8,47,37
1717,2980,Tennessee,Hamilton,2014,287,217,69,1,0,0,0,105,64,43,0,0,216,0,71,0,"Hamilton, Tennessee",339934,72120,164076,67842.0,,6372.0,13637,6206,53599,15822,23173,19891.0,,197.0,5648,2797,15.8,21.9,14.1,29.3,,3.1,41.4,45.1,47,65
1718,2982,Tennessee,Knox,2014,362,236,126,0,0,0,0,84,62,45,0,0,129,0,233,0,"Knox, Tennessee",437172,95470,211883,39113.0,,8965.0,12879,6901,77900,23192,36692,17227.0,,1165.0,5093,2708,17.8,24.3,17.3,44.0,,13.0,39.5,39.2,47,93
1719,2985,Tennessee,Madison,2014,113,95,18,0,0,0,0,79,54,34,0,0,0,0,113,0,"Madison, Tennessee",94741,22447,45292,35288.0,,,2830,1179,20230,6785,9362,12097.0,,,1522,551,21.4,30.2,20.7,34.3,,,53.8,46.7,47,113
1720,2986,Tennessee,Maury,2014,105,87,18,0,0,0,0,70,57,33,0,0,0,0,105,0,"Maury, Tennessee",84374,20166,40290,10050.0,,,3496,1948,13748,4868,6607,2666.0,,,1333,934,16.3,24.1,16.4,26.5,,,38.1,47.9,47,119
1721,2988,Tennessee,Montgomery,2014,365,293,72,0,0,0,0,83,57,35,0,9,0,52,299,5,"Montgomery, Tennessee",185663,50626,91562,36997.0,,,6021,2019,25636,7363,12107,6424.0,,,1678,672,13.8,14.5,13.2,17.4,,,27.9,33.3,47,125
1722,2989,Tennessee,Putnam,2014,109,91,18,0,0,0,0,83,57,34,0,0,0,0,109,0,"Putnam, Tennessee",70985,15375,34563,,,,1104,708,15476,3997,6544,,,,837,454,21.8,26.0,18.9,,,,75.8,64.1,47,141
1723,2991,Tennessee,Sevier,2014,358,282,76,0,0,0,0,97,67,44,0,0,358,0,0,0,"Sevier, Tennessee",93975,19842,46966,,,,4124,2758,17881,4967,7626,,,,1731,1018,19.0,25.0,16.2,,,,42.0,36.9,47,155
1724,2992,Tennessee,Shelby,2014,365,242,120,3,0,0,0,136,67,44,0,11,154,0,200,0,"Shelby, Tennessee",921562,237115,437042,483828.0,,22817.0,41167,19545,211233,84286,91829,153807.0,,3830.0,18103,7695,22.9,35.5,21.0,31.8,,16.8,44.0,39.4,47,157
1725,2993,Tennessee,Sullivan,2014,365,219,107,39,0,0,0,150,102,47,0,28,136,163,38,0,"Sullivan, Tennessee",154823,30941,75306,,,,4605,2769,28755,9724,14127,,,,2121,1240,18.6,31.4,18.8,,,,46.1,44.8,47,163
1726,2994,Tennessee,Sumner,2014,280,216,63,1,0,0,0,122,66,42,0,0,217,0,63,0,"Sumner, Tennessee",170990,41706,84565,12022.0,,,5773,3055,19063,7642,7813,4490.0,,,1372,781,11.1,18.3,9.2,37.3,,,23.8,25.6,47,165
1727,2996,Tennessee,Williamson,2014,234,210,23,1,0,0,0,105,51,38,0,0,234,0,0,0,"Williamson, Tennessee",203985,56770,100180,9162.0,,,4516,2449,11178,3171,5140,909.0,,,859,251,5.5,5.6,5.1,9.9,,,19.0,10.2,47,187
1728,2997,Tennessee,Wilson,2014,238,214,24,0,0,0,0,87,51,39,0,0,238,0,0,0,"Wilson, Tennessee",123173,29364,60723,8995.0,,,2914,1336,12529,4416,5292,2660.0,,,981,225,10.2,15.0,8.7,29.6,,,33.7,16.8,47,189
1729,2998,Texas,Bell,2014,364,305,57,2,0,0,0,112,64,39,0,0,364,0,0,0,"Bell, Texas",319530,90387,157983,69246.0,,9306.0,12113,5121,44910,17969,20702,12765.0,,1263.0,4576,1995,14.1,19.9,13.1,18.4,,13.6,37.8,39.0,48,27
1730,2999,Texas,Bexar,2014,365,203,156,6,0,0,0,136,75,48,0,7,184,0,173,1,"Bexar, Texas",1821199,479181,891568,136619.0,10993.0,48083.0,59824,32032,335190,129315,150138,30731.0,2955.0,6401.0,20783,9156,18.4,27.0,16.8,22.5,26.9,13.3,34.7,28.6,48,29
1731,3000,Texas,Bowie,2014,117,88,29,0,0,0,0,72,58,39,0,0,0,0,117,0,"Bowie, Texas",87853,22152,42230,21004.0,,,2767,1120,17527,7369,7007,9885.0,,,1228,217,20.0,33.3,16.6,47.1,,,44.4,19.4,48,37
1732,3001,Texas,Brazoria,2014,365,330,31,3,1,0,0,174,50,32,0,5,360,0,0,0,"Brazoria, Texas",327002,89284,160095,41183.0,,20809.0,5557,2568,30002,10234,12167,4798.0,,318.0,1729,625,9.2,11.5,7.6,11.7,,1.5,31.1,24.3,48,39
1733,3003,Texas,Cameron,2014,365,251,114,0,0,0,0,99,66,43,0,0,137,0,228,0,"Cameron, Texas",415564,131067,200504,,,,13311,7679,146440,63936,68646,,,,5891,2798,35.2,48.8,34.2,,,,44.3,36.4,48,61
1734,3004,Texas,Collin,2014,361,299,57,5,0,0,0,143,61,37,0,0,361,0,0,0,"Collin, Texas",880671,238957,432442,81524.0,,110541.0,24703,11905,63139,22087,28981,9456.0,,6638.0,4867,2009,7.2,9.2,6.7,11.6,,6.0,19.7,16.9,48,85
1735,3006,Texas,Dallas,2014,365,215,146,4,0,0,0,106,71,47,0,32,144,0,186,3,"Dallas, Texas",2486437,669476,1221791,549462.0,7813.0,143126.0,87945,43943,485279,198829,217833,134874.0,1176.0,23296.0,27145,11886,19.5,29.7,17.8,24.5,15.1,16.3,30.9,27.0,48,113
1736,3007,Texas,Denton,2014,365,244,108,12,1,0,0,156,79,42,0,5,266,0,94,0,"Denton, Texas",740794,194899,364417,64592.0,,54878.0,20075,10352,66445,18328,28380,7897.0,,4581.0,4167,2263,9.0,9.4,7.8,12.2,,8.3,20.8,21.9,48,121
1737,3008,Texas,Ector,2014,365,307,58,0,0,0,0,87,56,33,0,0,0,0,365,0,"Ector, Texas",151602,44689,76362,,,,4044,1634,15169,6141,6116,,,,422,23,10.0,13.7,8.0,,,,10.4,1.4,48,135
1738,3009,Texas,El Paso,2014,365,183,173,8,1,0,0,158,79,50,0,26,161,0,170,8,"El Paso, Texas",817939,233900,396548,28918.0,4539.0,8596.0,29440,15735,191625,74798,85055,4515.0,1417.0,971.0,9807,5120,23.4,32.0,21.4,15.6,31.2,11.3,33.3,32.5,48,141
1739,3010,Texas,Ellis,2014,365,258,107,0,0,0,0,97,61,43,0,4,191,0,170,0,"Ellis, Texas",157302,42632,77132,13229.0,,,3327,1863,16720,6843,7433,1538.0,,,571,492,10.6,16.1,9.6,11.6,,,17.2,26.4,48,139
1740,3012,Texas,Galveston,2014,365,293,68,4,0,0,0,119,58,39,0,1,251,1,111,1,"Galveston, Texas",306343,77064,150546,39341.0,,10724.0,8612,4025,44680,15722,19728,11122.0,,1377.0,3524,1402,14.6,20.4,13.1,28.3,,12.8,40.9,34.8,48,167
1741,3013,Texas,Gregg,2014,365,335,27,3,0,0,0,120,49,34,0,4,348,13,0,0,"Gregg, Texas",119550,31619,59066,24676.0,,,3117,1925,22613,9084,9817,9651.0,,,1225,847,18.9,28.7,16.6,39.1,,,39.3,44.0,48,183
1742,3014,Texas,Harris,2014,365,162,195,7,1,0,0,151,77,53,0,24,98,2,219,22,"Harris, Texas",4395224,1191651,2181890,831358.0,20390.0,291623.0,140189,73036,766196,305995,344266,190139.0,4742.0,31644.0,49177,23414,17.4,25.7,15.8,22.9,23.3,10.9,35.1,32.1,48,201
